site_name,population_id,method_id,table_family,file_name,n_rows,release_level,replicate_id,mask_version,notes
UCMC,all_icu_adult,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_all_icu_adult_UCMC_rep1.csv,1,site,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_all_icu_adult_UCMC_rep2.csv,1,site,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_all_icu_adult_UCMC_rep3.csv,1,site,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_all_icu_adult_UCMC_rep1.csv,1393,county,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_all_icu_adult_UCMC_rep2.csv,1393,county,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_all_icu_adult_UCMC_rep3.csv,1393,county,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_all_icu_adult_UCMC_rep1.csv,2759,county,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_all_icu_adult_UCMC_rep2.csv,2759,county,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_all_icu_adult_UCMC_rep3.csv,2759,county,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_all_icu_adult_UCMC_rep1.csv,669,demo,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_all_icu_adult_UCMC_rep2.csv,669,demo,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,all_icu_adult,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_all_icu_adult_UCMC_rep3.csv,669,demo,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep1.csv,1,site,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep2.csv,1,site,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep3.csv,1,site,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep1.csv,549,county,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep2.csv,549,county,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep3.csv,549,county,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep1.csv,1116,county,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep2.csv,1116,county,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep3.csv,1116,county,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep1.csv,504,demo,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep2.csv,504,demo,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,sepsis_ase_icu,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_sepsis_ase_icu_UCMC_rep3.csv,504,demo,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep1.csv,1,site,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep2.csv,1,site,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,site_cohort_summary,site_cohort_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep3.csv,1,site,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep1.csv,108,county,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep2.csv,108,county,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,county_year_burden_summary,county_year_burden_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep3.csv,108,county,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep1.csv,208,county,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep2.csv,208,county,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,county_year_age_sex_summary,county_year_age_sex_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep3.csv,208,county,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep1.csv,232,demo,rep1,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep2.csv,232,demo,rep2,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
UCMC,cardiac_arrest_poa_icu,rand_unif_3,year_age_sex_race_ethnicity_summary,year_age_sex_race_ethnicity_summary_rand_unif_3_cardiac_arrest_poa_icu_UCMC_rep3.csv,232,demo,rep3,,Independent bounded integer perturbation applied to count columns; rates recomputed from perturbed counts.
